TransactionID,Date,Amount,Category,Subcategory,Merchant,PaymentMethod,Location,UserID
1518,2024-10-09 23:05:08.153790,907.38,Shopping,Electronics,"Nelson, Lee and Haas",Credit Card,Smithside,3
1519,2025-03-26 12:44:17.496429,376.85,Transport,Bus,Ramirez and Sons,Credit Card,Hollyhaven,2
1520,2024-10-28 14:55:40.816149,612.02,Shopping,Home Goods,Huffman-Brown,UPI,Thomasville,2
1521,2024-11-12 10:56:31.438201,666.71,Food,Fast Food,"Crawford, Kim and Maxwell",UPI,New Trevor,1
1522,2024-09-05 04:12:39.205316,588.66,Entertainment,Concerts,Jones PLC,Credit Card,New Anna,3
1523,2024-11-24 19:11:41.877203,938.55,Transport,Bus,Fischer Ltd,Credit Card,Jessicamouth,4
1524,2024-11-23 12:05:32.158719,731.5,Transport,Bus,"Lane, Meadows and Kelly",Credit Card,Loganfurt,4
1525,2025-04-09 16:45:48.299998,837.51,Shopping,Home Goods,Burgess Ltd,UPI,South Joseside,2
1526,2024-06-13 02:59:43.282122,519.71,Entertainment,Games,Pugh Ltd,Cash,Wrightbury,1
1527,2025-04-19 12:36:06.652389,429.15,Utilities,Internet,"Harris, Kelley and Holt",Wallet,Patrickborough,4
1528,2025-04-09 16:47:49.418896,566.98,Entertainment,Concerts,"Gonzalez, Wilson and Johnson",Wallet,Murilloland,1
1529,2024-08-14 13:30:46.932685,339.95,Health,Clinic,Carroll Group,UPI,South Marilyn,5
1530,2025-01-06 22:28:52.667830,802.62,Shopping,Home Goods,Vargas and Sons,Cash,Lake Richardborough,4
1531,2024-12-06 09:12:13.232736,322.84,Shopping,Electronics,Ruiz PLC,Credit Card,Sanchezmouth,2
1532,2025-04-20 12:21:15.365063,833.92,Transport,Train,Stevens-Howard,Debit Card,South Devin,4
1533,2024-06-23 06:55:38.710728,809.29,Transport,Uber,Garcia-Hill,UPI,Stephanieton,4
1534,2024-05-31 07:23:48.744552,345.38,Shopping,Clothing,Martinez-Cox,UPI,New Nicholasfurt,3
1535,2024-12-28 09:35:00.913826,273.95,Food,Fast Food,"Roach, Patel and Mcclain",Wallet,Antonioborough,1
1536,2024-10-20 10:39:19.177000,596.52,Utilities,Internet,Herrera-Ryan,Wallet,Port Sharonfurt,4
1537,2025-01-25 16:04:13.764413,935.67,Entertainment,Movies,Carpenter and Sons,UPI,West Christopher,3
1538,2025-03-31 16:21:25.864037,708.24,Entertainment,Concerts,Gomez-Mcintyre,Wallet,Navarroland,1
1539,2024-11-25 10:33:35.045965,430.12,Entertainment,Games,Anderson-Davis,Debit Card,Valdezfurt,2
1540,2025-03-17 13:53:46.678076,53.2,Health,Clinic,Weaver and Sons,Wallet,North Gregoryton,1
1541,2025-03-23 11:43:37.931399,181.2,Entertainment,Games,Rodriguez-Foster,Credit Card,Romeroburgh,2
1542,2024-11-16 17:57:53.754830,94.2,Shopping,Clothing,Spears-Perry,Debit Card,North Erikhaven,3
1543,2024-12-17 20:23:50.366470,351.82,Health,Clinic,"Ingram, Jenkins and Huff",UPI,Amandaside,3
1544,2024-07-11 05:14:10.114400,429.33,Shopping,Home Goods,"Martinez, Zamora and Wilson",Credit Card,East Rubenshire,3
1545,2025-04-29 00:20:52.950747,832.47,Utilities,Electricity,"Kerr, Garrett and Hudson",Cash,New Donaldmouth,4
1546,2024-05-23 21:32:12.190594,321.94,Entertainment,Games,Jackson-Jordan,Credit Card,Williamsbury,2
1547,2024-09-05 18:58:47.381326,333.98,Utilities,Electricity,Flores-Shaw,Wallet,Lake Jasonport,1
1548,2025-01-28 18:01:21.469975,15.26,Health,Insurance,Hobbs PLC,Credit Card,New Zachary,3
1549,2025-05-20 12:23:58.499528,409.46,Utilities,Electricity,Rhodes LLC,Debit Card,Port Juan,5
1550,2024-06-03 04:04:19.208421,439.16,Food,Restaurants,"Roberson, Hunter and Howard",Credit Card,Wallacestad,1
1551,2025-02-28 02:55:30.871432,545.99,Utilities,Internet,Peters LLC,Cash,East Megantown,1
1552,2024-11-04 08:08:07.521401,510.38,Utilities,Water,Yu and Sons,Wallet,West Johnmouth,4
1553,2024-06-04 04:27:16.873588,760.82,Food,Restaurants,"Bullock, Sanchez and Anthony",UPI,Lyonsfurt,3
1554,2024-07-16 23:26:14.829973,669.28,Shopping,Home Goods,Vincent-Taylor,Cash,Millerland,2
1555,2024-05-26 18:58:05.952515,663.87,Utilities,Internet,"Pearson, Hernandez and Mason",UPI,West Rachel,2
1556,2024-09-27 22:35:56.494508,816.67,Health,Insurance,Smith Ltd,UPI,South Jacobville,1
1557,2024-07-16 10:12:36.998336,331.42,Entertainment,Concerts,"Davis, Brown and Miller",Debit Card,Zavalaside,4
1558,2024-11-29 17:53:28.983557,139.59,Health,Clinic,Patel-Davidson,Wallet,Port Alanside,5
1559,2025-04-12 05:23:16.637100,412.22,Entertainment,Concerts,Mcdaniel-Wall,Cash,East Aaron,4
1560,2024-06-03 21:44:17.351508,721.36,Transport,Fuel,"Mullins, Simpson and Morgan",Credit Card,Reyesland,1
1561,2024-08-28 22:51:13.432480,52.0,Shopping,Home Goods,Sullivan-Day,UPI,Anthonystad,5
1562,2024-09-27 11:22:20.468228,974.85,Food,Groceries,"Berry, Garcia and Griffith",Credit Card,Lake Toddton,2
1563,2025-02-22 19:37:21.113285,548.37,Utilities,Internet,Bullock PLC,Wallet,South Eddie,2
1564,2025-04-06 20:38:09.188947,698.65,Health,Pharmacy,Ramirez-Bauer,Cash,Markfurt,5
1565,2025-04-09 11:47:12.840096,425.12,Food,Fast Food,"Sanchez, Davis and Brown",Wallet,Turnerborough,5
1566,2024-12-19 06:59:21.476357,967.55,Utilities,Electricity,Lowe-Gross,Cash,South Alexis,4
1567,2024-08-16 00:03:36.071081,627.33,Health,Insurance,"Martin, Garcia and Anthony",Cash,Lake Mariaberg,1
1568,2024-09-10 05:55:26.136704,464.64,Utilities,Electricity,"Edwards, Shields and Ramirez",Cash,Lake Joeburgh,2
1569,2024-09-30 18:59:30.629925,622.14,Food,Groceries,Santos-Lester,Cash,Oliviaborough,5
1570,2025-02-17 18:57:07.776949,839.04,Entertainment,Games,Bell Group,Debit Card,Bradfordmouth,1
1571,2024-06-14 00:19:50.624806,724.51,Health,Clinic,Lopez PLC,UPI,Aguilarberg,5
1572,2024-12-09 07:09:39.350689,320.25,Entertainment,Movies,Bryant-Carson,UPI,North Jesusmouth,2
1573,2024-08-31 20:15:07.932778,52.4,Entertainment,Concerts,Gomez-Hines,Debit Card,Jamesside,5
1574,2025-04-13 05:24:10.947782,637.72,Entertainment,Movies,Gutierrez Group,Credit Card,Mitchellfurt,5
1575,2024-07-29 08:03:46.289173,398.56,Food,Groceries,Hoffman-Liu,UPI,Johnton,5
1576,2024-08-31 23:10:40.290504,477.33,Health,Insurance,Nguyen-Huff,Credit Card,North Jason,2
1577,2024-09-04 02:21:42.821321,464.73,Transport,Train,Anderson-Gonzales,Wallet,Mcfarlandshire,2
1578,2025-03-29 09:37:07.078139,898.18,Utilities,Water,Taylor and Sons,UPI,New Michelle,4
1579,2024-09-14 23:57:03.597872,933.57,Entertainment,Games,White-Kemp,Wallet,Hillbury,2
1580,2025-03-29 14:28:23.266666,478.21,Health,Pharmacy,Martinez-Diaz,Debit Card,Port Erica,3
1581,2025-04-15 04:20:38.073971,662.95,Entertainment,Games,"Murphy, Patton and Wilson",Cash,Davidview,2
1582,2024-08-16 15:43:18.870679,895.83,Transport,Uber,Atkins PLC,Debit Card,Melvinshire,2
1583,2025-03-03 09:17:34.304465,107.34,Entertainment,Games,"Knox, Ochoa and Jacobs",Cash,Douglasstad,3
1584,2025-04-07 17:49:30.781569,781.8,Entertainment,Games,Watts Inc,UPI,Port Rachelberg,4
1585,2025-04-06 11:15:03.420142,620.63,Health,Pharmacy,Freeman PLC,UPI,North Joshuamouth,2
1586,2025-05-03 04:40:06.313985,717.1,Food,Fast Food,Santiago-Massey,UPI,Lake Sarahburgh,2
1587,2025-01-12 06:43:03.408849,242.15,Food,Restaurants,"Schmitt, Ochoa and Lang",Credit Card,Lopezland,3
1588,2025-04-06 02:53:43.684845,463.41,Shopping,Home Goods,Davis-Bright,UPI,Lewisberg,5
1589,2024-06-24 13:43:45.756325,298.85,Entertainment,Games,Stein-Kramer,UPI,Seanbury,5
1590,2024-09-17 19:27:09.759202,808.39,Utilities,Water,Sanchez-Hawkins,Wallet,Kruegerhaven,3
1591,2025-03-20 16:02:42.951512,457.44,Shopping,Home Goods,Case-Fitzpatrick,Credit Card,Romeroberg,4
1592,2024-12-06 05:32:56.947230,774.2,Utilities,Water,"Miller, Thomas and Levine",Debit Card,North Gregoryhaven,2
1593,2024-11-20 11:15:35.220809,331.45,Food,Fast Food,Mason PLC,Cash,Francisland,5
1594,2024-09-01 14:49:42.667425,740.64,Food,Fast Food,"Johnson, Miller and Smith",Debit Card,Ricardoburgh,4
1595,2024-12-02 21:19:32.537183,116.86,Food,Restaurants,Simmons-Smith,Wallet,New Stephanie,3
1596,2025-04-21 13:50:27.427767,83.87,Utilities,Water,Moreno PLC,Debit Card,South Richard,1
1597,2025-03-23 01:23:55.065924,81.75,Entertainment,Games,Sanchez-Johnson,Wallet,Robertbury,5
1598,2025-03-09 02:28:51.472499,106.0,Transport,Train,Richards Group,Credit Card,Michaelchester,2
1599,2024-12-24 08:21:37.762423,582.62,Shopping,Home Goods,Mckinney PLC,UPI,Jasonland,5
1600,2025-02-16 11:54:51.457916,615.34,Utilities,Water,Brown and Sons,Wallet,Shaneville,4
1601,2025-04-17 14:52:58.495987,832.6,Health,Clinic,Malone PLC,Wallet,Myersburgh,4
1602,2025-02-24 05:44:46.087708,832.26,Shopping,Home Goods,Reeves-Melton,UPI,Isaiahstad,4
1603,2025-04-09 09:25:24.084382,151.13,Entertainment,Concerts,"King, Jackson and Mathis",Cash,Lake Anna,5
1604,2024-06-29 00:32:20.913806,965.11,Utilities,Water,"Walsh, Kaufman and Parrish",Cash,Castillohaven,2
1605,2024-06-03 12:52:52.076433,126.75,Utilities,Electricity,Scott-Brown,Cash,East Anthonyville,1
1606,2024-10-10 02:56:53.194499,917.95,Transport,Bus,Nelson and Sons,Cash,West Charles,1
1607,2025-04-23 18:38:24.826652,688.95,Health,Pharmacy,"Bender, Williams and Wells",Debit Card,North Samuel,3
1608,2024-06-03 07:42:49.197694,307.53,Shopping,Home Goods,Banks-Franklin,Debit Card,Savagestad,4
1609,2024-06-20 05:58:53.743168,997.2,Shopping,Clothing,Fitzgerald-Davis,Debit Card,Lake Leon,2
1610,2024-10-16 20:53:48.995090,314.88,Shopping,Home Goods,Hunt and Sons,Cash,Leachshire,4
1611,2024-08-26 16:05:01.025422,962.66,Transport,Bus,Garcia-Ward,Cash,Mistychester,5
1612,2024-10-28 11:10:59.366263,903.36,Utilities,Electricity,"Shepherd, Wilson and Kennedy",Wallet,East Terri,5
1613,2025-02-27 20:20:18.507133,54.33,Food,Restaurants,Lee-Gay,Wallet,Campbellport,2
1614,2024-07-24 11:59:41.085957,626.69,Transport,Bus,Taylor-Morris,UPI,Byrdberg,2
1615,2024-11-10 08:40:49.061717,316.17,Shopping,Clothing,King Ltd,UPI,Ronaldview,1
1616,2024-09-28 20:10:26.074586,630.67,Entertainment,Movies,Copeland-Mitchell,Wallet,East Brittney,2
1617,2025-04-18 09:42:59.997250,764.65,Transport,Fuel,Moreno-Lewis,Debit Card,Keithview,3
1618,2024-08-19 18:36:11.102189,979.92,Shopping,Home Goods,"Medina, Banks and Todd",Debit Card,Natalieberg,1
1619,2025-02-01 16:05:00.820202,970.2,Shopping,Home Goods,Vang-Bradley,Cash,Hansonburgh,5
1620,2024-12-15 17:45:35.757330,556.09,Transport,Bus,"Gordon, Williams and Shepherd",Wallet,Reneeborough,4
1621,2024-11-12 23:43:24.581108,387.49,Transport,Uber,Austin LLC,Debit Card,Stephanieborough,5
1622,2024-11-04 01:55:48.356111,16.24,Utilities,Water,Smith Group,Cash,Santosland,5
1623,2024-12-19 22:50:37.479510,212.28,Health,Clinic,Hill LLC,Cash,Grahamberg,2
1624,2024-07-06 18:42:24.496629,165.37,Food,Groceries,"White, Hanson and Mitchell",UPI,Jamesbury,3
1625,2024-10-11 02:32:19.795487,950.9,Transport,Train,"Ramos, Brooks and Thomas",UPI,Cookside,3
1626,2025-02-26 01:21:34.252466,557.39,Shopping,Home Goods,"Davis, Whitehead and Hart",Debit Card,Kirbymouth,2
1627,2024-06-02 00:47:00.891422,93.75,Entertainment,Movies,Wilson-Luna,Debit Card,Orozcomouth,3
1628,2025-03-20 10:30:01.207815,631.9,Entertainment,Movies,Scott-Diaz,Debit Card,Lake Tinabury,3
1629,2024-09-07 08:39:31.087891,683.26,Food,Restaurants,"Lopez, Jenkins and Boyd",Debit Card,West Jennifer,5
1630,2025-04-04 19:08:59.896883,307.87,Utilities,Water,Anderson-Le,Cash,South Jamesborough,5
1631,2024-11-19 07:34:31.118778,18.07,Entertainment,Movies,Thomas-Terry,Credit Card,South Caroline,2
1632,2024-09-06 16:34:46.948304,694.48,Shopping,Clothing,Gray-Oliver,Debit Card,Jesusfort,4
1633,2024-10-23 18:31:56.193763,516.1,Shopping,Clothing,"Roman, Myers and Chang",Credit Card,Nicholsshire,5
1634,2025-04-14 09:41:34.238539,48.0,Transport,Fuel,Petty-Figueroa,UPI,North Jessicastad,4
1635,2024-11-09 20:48:40.761860,919.84,Utilities,Water,Nguyen-Kerr,Debit Card,Tiffanyberg,5
1636,2024-06-30 02:32:06.760664,134.13,Utilities,Water,Harrell-Massey,Credit Card,Brownchester,2
1637,2025-03-31 12:23:15.222226,710.5,Entertainment,Games,Huffman PLC,Cash,Hughesport,3
1638,2024-10-18 10:35:19.861750,407.31,Utilities,Electricity,Dennis-Hughes,UPI,East Gail,3
1639,2024-05-30 15:56:05.732978,265.08,Entertainment,Concerts,Rodriguez-Johnson,UPI,North Jesse,2
1640,2025-01-19 06:11:14.091913,843.5,Entertainment,Movies,"Curtis, Sullivan and Cross",Wallet,Port Aaronstad,5
1641,2024-12-15 18:22:11.269438,606.99,Entertainment,Games,Baldwin-Gordon,UPI,Tonyastad,4
1642,2025-01-15 16:31:20.164552,533.58,Entertainment,Games,Williams-Gates,Credit Card,Lake Lynnland,3
1643,2024-08-07 22:22:21.012477,690.91,Food,Restaurants,Williams PLC,Cash,Smithton,3
1644,2024-06-05 03:36:23.209372,993.04,Shopping,Clothing,"Yu, Chung and Jones",Cash,East Jorge,5
1645,2024-09-30 19:00:16.970472,44.58,Transport,Fuel,Chandler PLC,Cash,Port Jamie,3
1646,2024-09-27 23:27:35.811978,704.57,Health,Pharmacy,"Davis, Scott and Thornton",Credit Card,West Charles,2
1647,2024-10-19 10:05:39.305779,572.19,Shopping,Home Goods,"Williams, Johnson and Adams",Wallet,Roseport,3
1648,2024-06-21 17:47:12.892728,869.42,Health,Insurance,Figueroa-Graham,Credit Card,South Michelleberg,5
1649,2024-11-08 15:46:02.311728,97.46,Transport,Uber,Ortiz PLC,UPI,Lake Katie,1
1650,2024-10-16 08:53:16.805198,185.13,Health,Insurance,"Garcia, Evans and Butler",UPI,Schneidertown,1
1651,2024-10-15 19:04:01.220183,630.24,Food,Restaurants,Brown Group,Cash,Rhodesmouth,5
1652,2025-04-11 22:38:18.293506,898.91,Utilities,Water,Hansen-Sullivan,Cash,New Jeffrey,5
1653,2024-09-05 21:19:57.740929,221.3,Transport,Train,Williamson-Reilly,Debit Card,Williamston,3
1654,2024-09-18 18:17:56.741553,224.41,Health,Clinic,Burns-Nguyen,Credit Card,East Keith,4
1655,2024-06-30 11:16:21.041808,320.47,Entertainment,Concerts,Skinner Ltd,Debit Card,South Jeffreymouth,3
1656,2024-06-04 07:16:56.158523,913.06,Utilities,Water,"Rodriguez, Nelson and Massey",Cash,North Pamela,3
1657,2024-12-09 21:11:44.563663,422.21,Utilities,Electricity,Jennings Inc,Cash,Lake Christinashire,3
1658,2024-08-30 07:45:47.594774,624.82,Food,Groceries,Munoz Ltd,Cash,New Anthony,4
1659,2025-01-28 12:23:12.528196,418.21,Transport,Bus,Wells-Vang,Wallet,Morrisborough,4
1660,2024-09-04 12:48:37.567112,937.16,Entertainment,Games,Daniels LLC,Debit Card,Rosehaven,4
1661,2024-06-19 08:24:51.883341,665.03,Utilities,Water,"Wood, Potter and Davis",Debit Card,New Codyville,5
1662,2024-07-31 23:02:50.246413,360.8,Food,Fast Food,"Winters, Walsh and Lane",UPI,New Tristan,1
1663,2025-01-24 17:58:53.284141,597.27,Utilities,Internet,"Williams, Andersen and Murray",Wallet,North Connie,1
1664,2024-06-05 10:58:20.799116,127.13,Shopping,Clothing,"Weber, Reyes and Smith",Cash,Port Nathan,5
1665,2025-05-07 09:46:23.868489,64.33,Entertainment,Concerts,"Clark, Graves and Esparza",Credit Card,North Danieltown,5
1666,2024-06-30 03:19:19.791558,874.96,Food,Restaurants,"Byrd, Larson and Mills",Wallet,Christophershire,5
1667,2024-09-06 09:27:00.500948,576.8,Entertainment,Movies,Walls LLC,Debit Card,East Christopher,2
1668,2025-04-18 09:41:57.850837,860.41,Utilities,Water,"Payne, Hancock and Gonzalez",Wallet,Donaldshire,4
1669,2025-03-08 00:18:25.554792,45.4,Health,Insurance,Watson Inc,Credit Card,West Michael,2
1670,2025-02-08 00:34:54.825857,958.98,Utilities,Water,Carter and Sons,Credit Card,North Manuelbury,4
1671,2024-10-17 20:58:52.578610,799.42,Entertainment,Games,"Harris, Potter and Daniels",Credit Card,New Garybury,3
1672,2024-08-31 00:46:15.770835,94.17,Entertainment,Movies,Lewis-Pierce,Debit Card,Carterbury,4
1673,2024-10-15 17:47:15.431772,986.43,Entertainment,Concerts,Butler and Sons,Credit Card,Fullerport,3
1674,2024-08-28 16:06:33.213129,312.05,Food,Fast Food,Cochran-Adams,UPI,Joshualand,3
1675,2025-04-12 02:19:00.722035,842.02,Food,Restaurants,Williams-Hinton,UPI,South Nathanside,3
1676,2025-05-17 17:56:20.301210,757.43,Health,Insurance,"Davis, Davis and Quinn",Wallet,Port Stephanieside,4
1677,2024-12-15 02:43:10.064709,646.75,Food,Groceries,"Jenkins, Bush and Holloway",UPI,West Melissaside,1
1678,2025-02-07 20:40:22.744226,244.42,Shopping,Electronics,Murray-Navarro,UPI,Terryland,5
1679,2024-10-20 04:20:54.046535,913.98,Shopping,Clothing,Smith Group,UPI,Michaelchester,5
1680,2024-10-12 06:52:36.308722,746.49,Food,Fast Food,"Franklin, Munoz and Phillips",Cash,Gloverhaven,2
1681,2024-11-26 07:15:00.795803,995.36,Utilities,Water,Smith Inc,Debit Card,Clarketown,5
1682,2024-07-23 01:06:37.544878,921.86,Utilities,Internet,Livingston-Baker,UPI,Port Katherine,4
1683,2025-02-21 06:58:17.602650,916.32,Entertainment,Movies,Duncan Group,Credit Card,Langbury,1
1684,2025-02-14 22:09:08.027173,488.57,Shopping,Home Goods,Norton Group,UPI,Georgechester,5
1685,2025-01-16 04:27:02.609601,372.77,Transport,Fuel,Jimenez PLC,Wallet,Garyville,2
1686,2024-12-20 01:59:49.602260,664.41,Utilities,Electricity,Davis-Burton,Wallet,Carrollmouth,5
1687,2024-06-25 19:27:00.042729,947.8,Entertainment,Concerts,Henson PLC,UPI,Port Steventon,5
1688,2024-06-16 08:40:01.220361,470.42,Food,Groceries,Diaz and Sons,Debit Card,Lake Tylerfurt,1
1689,2025-02-17 09:01:36.750474,699.73,Entertainment,Games,Black-Jenkins,Cash,New Oscar,4
1690,2024-05-30 12:55:26.612364,861.18,Shopping,Home Goods,"Richardson, Davis and Vega",UPI,New Brian,1
1691,2024-10-03 04:09:52.125733,669.69,Health,Clinic,"Todd, Braun and Pierce",Debit Card,Andrewmouth,4
1692,2024-10-17 15:39:19.911260,557.43,Utilities,Water,"White, Sims and Love",Credit Card,Stephenfurt,3
1693,2025-02-16 17:41:49.461428,480.36,Transport,Bus,Hopkins LLC,Cash,West Mathewfort,5
1694,2024-11-11 14:39:00.169893,137.48,Entertainment,Games,"Price, Jenkins and Lopez",Wallet,West Courtney,2
1695,2024-12-09 11:50:56.047146,286.08,Health,Clinic,Barber Group,UPI,North Tinaland,2
1696,2024-08-11 13:30:06.117964,681.89,Transport,Train,"Casey, Mathis and King",UPI,North Jill,5
1697,2024-06-06 17:12:28.023334,851.16,Transport,Train,Hernandez-Miller,Wallet,Port Maryfort,5
1698,2024-08-01 23:13:39.738047,990.71,Entertainment,Games,Perez-Archer,Credit Card,New Rebeccaport,3
1699,2024-05-27 17:07:22.904341,718.13,Health,Clinic,"Ward, Avila and Buck",Debit Card,East Kevin,2
1700,2024-09-24 16:26:14.344622,201.16,Utilities,Internet,Page-Meyer,Wallet,New Markbury,4
1701,2024-11-07 01:52:16.083509,271.01,Entertainment,Games,Castaneda PLC,Credit Card,Haynesland,1
1702,2025-01-05 15:21:21.708335,215.36,Entertainment,Concerts,Walker LLC,UPI,North Johnathan,3
1703,2024-10-19 14:15:14.899863,943.23,Utilities,Internet,"Wang, Mcguire and Jimenez",Cash,Lovetown,5
1704,2025-02-12 22:51:53.653701,90.77,Transport,Fuel,Pacheco Inc,Debit Card,North Cassidyport,2
1705,2024-10-15 22:10:25.020693,815.61,Utilities,Water,"Moore, Fischer and Howard",UPI,East Dannyfurt,4
1706,2024-09-24 09:29:55.813261,777.3,Health,Clinic,Baker Inc,Wallet,South Nathan,2
1707,2024-08-10 22:36:44.087958,348.38,Utilities,Water,"Phillips, Ellis and Webb",Debit Card,North Troy,4
1708,2024-07-18 09:21:01.599342,817.58,Utilities,Water,Shepherd Inc,Credit Card,Chandlerfort,4
1709,2024-09-18 15:43:22.408393,645.63,Health,Pharmacy,"Trujillo, Snyder and Tucker",Cash,East Andrew,4
1710,2024-08-07 04:11:00.059490,569.25,Transport,Fuel,Hernandez PLC,UPI,Guzmanport,4
1711,2024-12-27 05:11:10.814577,901.94,Utilities,Water,Kirby-Galloway,Debit Card,Jonathantown,2
1712,2025-01-21 17:58:28.808452,73.29,Shopping,Electronics,King PLC,Cash,South Jasonton,5
1713,2024-12-01 23:16:25.725438,297.63,Shopping,Electronics,Douglas-Jones,Credit Card,North Lori,3
1714,2024-07-14 13:07:05.670078,81.71,Food,Fast Food,Tucker-Duncan,Debit Card,Lake Lucas,1
1715,2024-05-24 10:40:34.275694,401.19,Transport,Bus,Martin-Campbell,Debit Card,Franklinfurt,2
1716,2024-12-19 19:30:49.963554,772.73,Utilities,Electricity,Bell Ltd,UPI,New Jamesberg,3
1717,2024-08-06 15:27:26.048737,729.63,Entertainment,Movies,Cabrera-Calderon,UPI,South Travis,5
1718,2024-07-04 16:37:42.254042,381.66,Food,Groceries,"Swanson, Morgan and Rojas",Cash,Port Savannahberg,5
1719,2024-09-09 17:12:55.711468,738.88,Health,Clinic,Randolph Group,UPI,Richardfurt,5
1720,2025-02-05 09:46:04.608076,22.6,Shopping,Clothing,Hoffman-Maldonado,Cash,Danielsbury,1
1721,2024-10-07 16:46:37.760616,617.01,Entertainment,Concerts,Gray-Alvarado,UPI,North Ashley,5
1722,2025-02-26 05:12:44.177287,108.38,Transport,Fuel,Mason and Sons,UPI,Crossbury,1
1723,2025-05-03 06:07:54.619896,823.35,Transport,Train,Quinn-Smith,Wallet,East Russell,5
1724,2024-11-28 11:43:58.534732,471.07,Entertainment,Movies,"Carson, Allen and Spears",UPI,Laurenport,1
1725,2024-06-15 22:22:35.336159,622.91,Food,Groceries,Webster-Hobbs,UPI,Brewerburgh,2
1726,2024-07-20 19:12:57.227518,176.59,Shopping,Electronics,Hernandez LLC,Debit Card,East Sarah,3
1727,2024-06-15 17:44:28.726919,214.63,Entertainment,Concerts,Phillips-Williams,Credit Card,Lake Tylershire,1
1728,2025-02-24 09:22:02.425121,903.73,Food,Fast Food,Harris and Sons,Cash,Lake Jasonville,3
1729,2024-07-07 05:48:02.923084,762.09,Utilities,Internet,"Davis, Morrison and Conner",Debit Card,Waltersville,3
1730,2025-05-14 20:04:10.692122,127.58,Utilities,Internet,Dixon PLC,UPI,Rachelborough,4
1731,2024-12-02 22:25:32.597308,712.44,Health,Clinic,Ramsey PLC,UPI,Wrightstad,3
1732,2024-06-10 05:14:11.409954,880.53,Health,Clinic,"Parker, Hill and Tyler",Debit Card,Andrewbury,3
1733,2024-07-09 17:41:23.533036,75.28,Utilities,Electricity,"Moore, Roy and Dickerson",Wallet,West Markchester,4
1734,2024-07-13 14:52:42.713454,173.86,Shopping,Electronics,Liu-Woods,Debit Card,Wellsshire,2
1735,2024-12-25 21:40:07.925194,311.06,Utilities,Internet,"Wilson, Campos and Evans",Cash,Port Allenchester,3
1736,2024-11-20 14:25:55.765007,557.42,Health,Clinic,Davis Group,Credit Card,West Waynefort,3
1737,2024-10-17 08:14:52.300012,656.33,Transport,Fuel,Hale-Calhoun,Credit Card,North Patrick,5
1738,2024-08-12 09:23:14.421914,954.31,Food,Restaurants,Johnson and Sons,Credit Card,Benjaminland,3
1739,2024-11-29 13:05:14.390445,444.3,Utilities,Electricity,Fry-Logan,Debit Card,Port Christopherborough,3
1740,2025-05-10 14:09:31.058108,696.05,Food,Restaurants,Curtis LLC,Credit Card,Ruthshire,1
1741,2024-08-13 21:30:10.068129,921.62,Entertainment,Concerts,Duncan PLC,Cash,Micheleberg,1
1742,2025-01-08 13:26:45.631591,782.77,Food,Restaurants,Mccarthy-Taylor,UPI,East Scottberg,5
1743,2025-05-16 14:20:09.626980,232.48,Food,Fast Food,Malone-Miller,Wallet,Matthewsmouth,1
1744,2024-10-18 11:37:51.348584,192.6,Entertainment,Concerts,Eaton-Young,Cash,West Brucehaven,4
1745,2024-07-19 16:07:51.684230,941.68,Entertainment,Movies,Bailey LLC,Debit Card,Port Samanthafort,4
1746,2024-10-24 23:26:42.469546,727.52,Utilities,Water,Harrington LLC,Credit Card,Nealside,1
1747,2024-10-20 07:22:06.659706,382.89,Entertainment,Games,York Inc,Wallet,South Tara,1
1748,2025-05-04 12:18:13.372700,694.87,Utilities,Water,Marshall-Garza,Credit Card,Andradeport,3
1749,2024-11-17 06:53:43.488958,693.46,Shopping,Home Goods,Wright Group,Cash,North Morgan,1
1750,2025-01-08 03:43:51.087732,171.05,Shopping,Home Goods,"Henry, Smith and Greene",Cash,Danielsville,3
1751,2024-06-30 15:03:42.861017,623.51,Entertainment,Concerts,Ford PLC,UPI,Shannontown,1
1752,2024-12-23 07:47:08.860779,987.75,Entertainment,Games,Lester Ltd,Credit Card,East Tiffany,5
1753,2024-11-16 03:42:07.635031,196.08,Food,Restaurants,Shaffer-Dennis,Cash,Coletown,5
1754,2025-02-01 08:13:35.527650,83.61,Food,Restaurants,Singh-Miller,Credit Card,Port Alicia,3
1755,2024-08-30 10:37:38.825235,342.56,Shopping,Home Goods,"Sanders, Wood and David",Wallet,West Samuelfurt,5
1756,2025-05-02 01:33:10.253680,318.39,Food,Groceries,"Crosby, Mathis and Morrison",UPI,Jeremychester,5
1757,2025-01-21 21:03:33.359030,618.63,Utilities,Electricity,Patterson-Singh,UPI,Ericborough,2
1758,2025-05-14 08:54:05.536756,801.02,Health,Pharmacy,"Williams, Little and Fisher",Debit Card,Lake Jamesstad,5
1759,2024-08-16 13:55:33.270778,243.99,Transport,Bus,"Walls, Blair and Banks",Credit Card,Port Tara,5
1760,2025-04-26 02:13:57.277673,276.63,Health,Insurance,Miller-Williams,Cash,New Ryanchester,3
1761,2025-02-20 17:46:29.188032,667.66,Entertainment,Concerts,Brown-Rogers,Credit Card,Hillchester,4
1762,2024-10-25 23:53:07.436988,211.82,Food,Restaurants,"Lee, Gray and Aguilar",Debit Card,West Mason,3
1763,2025-04-27 02:08:37.499918,185.86,Shopping,Home Goods,Fleming-Adams,Wallet,Paulside,2
